id,sample,utr5_length,cds_length,utr3_length,total_length,utr5_gc_content,cds_gc_content,utr3_gc_content,ribonn_te,utrlm_mrl,utrlm_te,utrlm_el,rnafold_mfe,rnafold_mfe_per_nt
NM_001009738.1,gt,92,444,182,718,0.5652173913043478,0.4324324324324324,0.3241758241758242,1.2912548,7.303940773010254,-0.7333282828330994,2.7766947746276855,-177.39999389648438,-0.2470752004129308
NM_001009738.1,sample_0,78,444,129,651,0.6666666666666666,0.4324324324324324,0.3178294573643411,1.4321837,6.8723649978637695,-0.1667367815971374,3.0579848289489746,-165.5,-0.2542242703533026
NM_001009738.1,sample_1,156,444,159,759,0.4487179487179487,0.4324324324324324,0.3396226415094339,1.2776374,5.798545837402344,-0.8961440920829773,2.520716428756714,-184.6000061035156,-0.243214764299757
NM_001009738.1,sample_2,75,444,198,717,0.32,0.4324324324324324,0.2979797979797979,1.2570266,4.932735443115234,-0.0475930720567703,3.628084659576416,-154.60000610351562,-0.2156206500746382
NM_001009738.1,sample_3,54,444,108,606,0.5925925925925926,0.4324324324324324,0.324074074074074,1.4336357,7.348293304443359,-0.5874261260032654,2.93674898147583,-149.6999969482422,-0.247029697934393
NM_001037520.2,gt,36,240,57,333,0.6111111111111112,0.475,0.3859649122807017,1.6370162,3.50895094871521,-1.0223686695098877,2.2827882766723633,-97.8000030517578,-0.2936937028581315
NM_001037520.2,sample_0,39,240,198,477,0.5384615384615384,0.475,0.4444444444444444,1.6252152,7.492953300476074,-0.1154878586530685,3.240025281906128,-130.3000030517578,-0.2731656248464524
NM_001037520.2,sample_1,165,240,198,603,0.6545454545454545,0.475,0.5151515151515151,1.3899298,7.1218109130859375,-0.4862179160118103,2.3435304164886475,-219.8999938964844,-0.3646766067935064
NM_001037520.2,sample_2,15,240,198,453,0.5333333333333333,0.475,0.3939393939393939,1.6175313,6.655106544494629,-0.3143743574619293,2.645479202270508,-129.3000030517578,-0.2854304703129312
NM_001037520.2,sample_3,126,240,192,558,0.5317460317460317,0.475,0.4322916666666667,1.6409817,7.69554615020752,-0.4508902132511139,2.800196886062622,-167.89999389648438,-0.3008960464094702
NM_001100620.3,gt,100,435,136,671,0.56,0.5770114942528736,0.4117647058823529,0.6919832,5.982230186462402,-0.2957468628883362,2.9772610664367676,-230.6000061035156,-0.3436661789918265
