id,sample,utr5_length,cds_length,utr3_length,total_length,utr5_gc_content,cds_gc_content,utr3_gc_content,ribonn_te,utrlm_mrl,utrlm_te,utrlm_el,rnafold_mfe,rnafold_mfe_per_nt
NM_001009738.1,gt,92,444,182,718,0.5652173913043478,0.4324324324324324,0.3241758241758242,1.2912548,7.303940773010254,-0.7333282828330994,2.7766947746276855,-177.39999389648438,-0.2470752004129308
NM_001009738.1,sample_0,405,444,0,849,0.5456790123456791,0.4324324324324324,0.0,1.5299021,7.237024784088135,-0.1288257539272308,3.749750852584839,-211.1999969482422,-0.24876324728886
NM_001009738.1,sample_1,177,444,207,828,0.632768361581921,0.4324324324324324,0.3768115942028985,1.5624152,7.509884834289551,-0.0277159251272678,2.826047420501709,-216.6999969482422,-0.2617149721597128
NM_001009738.1,sample_2,405,444,0,849,0.5925925925925926,0.4324324324324324,0.0,1.5437788,6.7058281898498535,0.1046289652585983,2.9643566608428955,-244.0,-0.287396937573616
NM_001009738.1,sample_3,405,444,0,849,0.1950617283950617,0.4324324324324324,0.0,0.9814504,6.968898773193359,-0.873137354850769,3.174687385559082,-149.10000610351562,-0.1756183817473682
NM_001009738.1,sample_4,405,444,0,849,0.5432098765432098,0.4324324324324324,0.0,1.403234,7.204440116882324,-0.2623109519481659,3.333108901977539,-219.6000061035156,-0.2586572510053188
NM_001009738.1,sample_5,15,444,0,459,0.4666666666666667,0.4324324324324324,0.0,1.494239,7.784237861633301,-0.2216449230909347,3.428900957107544,-116.4000015258789,-0.2535947745661849
NM_001009738.1,sample_6,18,444,381,843,0.6111111111111112,0.4324324324324324,0.5354330708661418,1.4151748,7.76128625869751,-0.0778821930289268,3.532475709915161,-267.3999938964844,-0.3172004672556161
NM_001009738.1,sample_7,18,444,144,606,0.6666666666666666,0.4324324324324324,0.4097222222222222,1.4731497,7.042516708374023,0.1519415825605392,3.376523971557617,-155.5,-0.2566006600660066
NM_001037520.2,gt,36,240,57,333,0.6111111111111112,0.475,0.3859649122807017,1.6370162,3.508950471878052,-1.0223692655563354,2.282788038253784,-97.8000030517578,-0.2936937028581315
NM_001037520.2,sample_0,405,240,0,645,0.5308641975308642,0.475,0.0,1.6758621,7.117094039916992,-0.8096767663955688,3.301116466522217,-174.1999969482422,-0.2700775146484375
NM_001037520.2,sample_1,405,240,0,645,0.1802469135802469,0.475,0.0,1.6474435,7.264391899108887,-0.3441120684146881,3.272347211837769,-112.1999969482422,-0.1739534836406855
NM_001037520.2,sample_2,405,240,0,645,0.3753086419753086,0.475,0.0,1.6440989,7.425660610198975,-0.9246171116828918,3.1905696392059326,-126.1999969482422,-0.1956589099972747
NM_001037520.2,sample_3,279,240,117,636,0.07168458781362,0.475,0.2136752136752136,1.6931491,7.272274017333984,-0.2697300016880035,3.320997714996338,-89.2300033569336,-0.1402987474165622
NM_001037520.2,sample_4,405,240,0,645,0.3530864197530864,0.475,0.0,1.6688727,7.195783615112305,-0.2521088719367981,3.593592882156372,-139.44000244140625,-0.2161860502967538
NM_001037520.2,sample_5,405,240,0,645,0.1802469135802469,0.475,0.0,1.4093524,7.45189380645752,-0.727988600730896,3.32672119140625,-109.1999969482422,-0.1693023208499879
NM_001037520.2,sample_6,405,240,0,645,0.4888888888888889,0.475,0.0,1.6775585,7.30760383605957,-0.6980844736099243,3.60248064994812,-151.89999389648438,-0.2355038665061773
NM_001037520.2,sample_7,345,240,54,639,0.391304347826087,0.475,0.5,1.6948684,7.453027248382568,-0.6367483735084534,3.659891843795776,-120.5999984741211,-0.1887323919782802
NM_001100620.3,gt,100,435,136,671,0.56,0.5770114942528736,0.4117647058823529,0.6919832,5.982230186462402,-0.2957468628883362,2.9772610664367676,-230.6000061035156,-0.3436661789918265
NM_001100620.3,sample_0,405,435,0,840,0.5333333333333333,0.5770114942528736,0.0,1.0559561,7.226778030395508,-0.4705321788787842,3.7418665885925297,-202.3999938964844,-0.2409523736862909
NM_001100620.3,sample_1,405,435,0,840,0.4864197530864197,0.5770114942528736,0.0,1.0260011,7.1227593421936035,-0.7258212566375732,3.6882433891296382,-218.1999969482422,-0.2597619011288598
NM_001100620.3,sample_2,288,435,114,837,0.5729166666666666,0.5770114942528736,0.4035087719298245,1.0215204,7.427975654602051,-0.581974983215332,3.4069790840148926,-214.1000061035156,-0.2557945114737343
NM_001100620.3,sample_3,405,435,0,840,0.5802469135802469,0.5770114942528736,0.0,1.053406,7.001335144042969,-0.5765095949172974,3.5520522594451904,-228.13999938964844,-0.2715952373686291
NM_001100620.3,sample_4,405,435,0,840,0.582716049382716,0.5770114942528736,0.0,1.0043713,7.286884307861328,-0.6602393388748169,3.072890281677246,-240.3999938964844,-0.2861904689243861
NM_001100620.3,sample_5,405,435,0,840,0.5728395061728395,0.5770114942528736,0.0,0.8263457,7.3718581199646,-0.6937945485115051,2.449769973754883,-285.79998779296875,-0.3402380807059151
NM_001100620.3,sample_6,405,435,0,840,0.4617283950617284,0.5770114942528736,0.0,0.9895402,7.486471176147461,-0.1311832070350647,3.0688281059265137,-229.8000030517578,-0.2735714322044736
NM_001100620.3,sample_7,210,435,192,837,0.4380952380952381,0.5770114942528736,0.3645833333333333,1.2380935,7.794695377349853,-0.3230857253074646,3.4613871574401855,-198.0,-0.2365591397849462
NM_001172956.1,gt,109,279,144,532,0.4495412844036697,0.5053763440860215,0.2986111111111111,1.2370607,6.0589118003845215,-0.7411043643951416,2.780930757522583,-148.89999389648438,-0.279887206572339
NM_001172956.1,sample_0,369,279,33,681,0.5311653116531165,0.5053763440860215,0.4545454545454545,1.6295251,7.258537292480469,-0.7377931475639343,3.726385593414306,-117.9000015258789,-0.1731277555446092
NM_001172956.1,sample_1,375,279,24,678,0.6186666666666667,0.5053763440860215,0.5416666666666666,1.5740033,6.91019868850708,-0.7377931475639343,3.726385593414306,-139.08999633789062,-0.2051474872240274
NM_001172956.1,sample_2,300,279,102,681,0.6166666666666667,0.5053763440860215,0.5490196078431373,1.6205404,7.199610233306885,-0.7377931475639343,3.726385593414306,-111.1999969482422,-0.1632892759886082
NM_001172956.1,sample_3,216,279,183,678,0.2592592592592592,0.5053763440860215,0.1530054644808743,1.3763417,7.767740249633789,-0.412720263004303,3.2973034381866455,-135.0,-0.1991150442477876
NM_001172956.1,sample_4,351,279,51,681,0.4985754985754986,0.5053763440860215,0.4705882352941176,1.6466016,7.397841453552246,-0.7377931475639343,3.726385593414306,-132.0,-0.1938325991189427
NM_001172956.1,sample_5,231,279,159,669,0.6277056277056277,0.5053763440860215,0.5911949685534591,1.635851,7.485876083374023,-0.7377931475639343,3.726385593414306,-152.39999389648438,-0.2278026814596179
NM_001172956.1,sample_6,354,279,48,681,0.5819209039548022,0.5053763440860215,0.5833333333333334,1.5518456,7.178508758544922,-0.7377931475639343,3.726385593414306,-128.60000610351562,-0.1888399502254267
NM_001172956.1,sample_7,351,279,48,678,0.5612535612535613,0.5053763440860215,0.4791666666666667,1.6269759,7.181276798248291,-0.7377931475639343,3.726385593414306,-134.5,-0.1983775811209439
NM_001304353.2,gt,152,219,151,522,0.6644736842105263,0.6118721461187214,0.5629139072847682,0.8264797,5.281448841094971,-0.4888006150722503,2.733604431152344,-207.1999969482422,-0.3969348600541038
NM_001304353.2,sample_0,405,219,0,624,0.3382716049382716,0.6118721461187214,0.0,1.5389258,7.265413284301758,-0.7421847581863403,3.5840039253234863,-109.5999984741211,-0.1756410231957068
NM_001304353.2,sample_1,363,219,39,621,0.6143250688705234,0.6118721461187214,0.3333333333333333,1.5810778,6.937659740447998,-0.7413452863693237,3.625058650970459,-128.6999969482422,-0.2072463718973304
NM_001304353.2,sample_2,405,219,0,624,0.5753086419753086,0.6118721461187214,0.0,1.5901942,7.104691028594971,-0.7413452863693237,3.625058650970459,-103.0999984741211,-0.1652243565290402
NM_001304353.2,sample_3,330,219,69,618,0.6242424242424243,0.6118721461187214,0.3478260869565217,1.5404791,7.031916618347168,-0.8338613510131836,3.5255446434020996,-122.6999969482422,-0.1985436843822689
NM_001304353.2,sample_4,405,219,0,624,0.6444444444444445,0.6118721461187214,0.0,1.5866026,6.7619757652282715,-0.7267684936523438,3.6875789165496826,-122.3000030517578,-0.1959935946342272
NM_001304353.2,sample_5,354,219,48,621,0.556497175141243,0.6118721461187214,0.2708333333333333,1.6362972,7.28822135925293,-0.7413452863693237,3.625058650970459,-104.83999633789062,-0.168824470753447
NM_001304353.2,sample_6,405,219,0,624,0.6172839506172839,0.6118721461187214,0.0,1.5881507,6.897061347961426,-0.7413452863693237,3.625058650970459,-114.3000030517578,-0.1831730818137144
NM_001304353.2,sample_7,405,219,0,624,0.6370370370370371,0.6118721461187214,0.0,1.5837104,6.719757556915283,-0.7413452863693237,3.625058650970459,-137.5,-0.2203525641025641
NM_001388305.1,gt,161,270,82,513,0.4968944099378882,0.4518518518518518,0.3414634146341463,0.9071379,5.887685298919678,-0.3859528303146362,2.9967000484466553,-140.3000030517578,-0.2734892847012823
NM_001388305.1,sample_0,405,270,0,675,0.6024691358024692,0.4518518518518518,0.0,1.3355881,6.623406887054443,-0.6066849827766418,3.70911717414856,-137.5,-0.2037037037037037
NM_001388305.1,sample_1,291,270,108,669,0.6391752577319587,0.4518518518518518,0.6851851851851852,1.3620316,6.789525985717773,-0.8338613510131836,3.5255446434020996,-178.39999389648438,-0.2666666575433249
NM_001388305.1,sample_2,291,270,96,657,0.6254295532646048,0.4518518518518518,0.6458333333333334,1.4377134,7.163984775543213,-0.8338613510131836,3.5255446434020996,-123.04000091552734,-0.1872754960662516
NM_001388305.1,sample_3,186,270,204,660,0.6021505376344086,0.4518518518518518,0.6666666666666666,1.5183055,7.33244514465332,-0.6792896389961243,3.498816967010498,-111.19000244140624,-0.1684697006687973
NM_001388305.1,sample_4,303,270,93,666,0.6171617161716172,0.4518518518518518,0.6236559139784946,1.3884422,6.916126251220703,-0.6188454627990723,3.566258192062378,-160.89999389648438,-0.2415915824271537
NM_001388305.1,sample_5,387,270,15,672,0.6408268733850129,0.4518518518518518,0.6,1.4171124,6.598878860473633,-0.7482603192329407,3.719192504882813,-144.89999389648438,-0.2156249909173874
NM_001388305.1,sample_6,333,270,69,672,0.6246246246246246,0.4518518518518518,0.6521739130434783,1.3947853,6.967830657958984,-0.6980032920837402,3.6535277366638184,-109.5,-0.1629464285714285
